id,Gender,Age,HasDrivingLicense,RegionID,Switch,VehicleAge,PastAccident,AnnualPremium,SalesChannelID,DaysSinceCreated,Result
347793,Male,47.0,1.0,28.0,,1-2 Year,,"£3,121.70 ",26,211,0
109092,Male,35.0,1.0,8.0,,1-2 Year,Yes,"£1,701.95 ",11,294,1
176448,Male,42.0,1.0,28.0,0.0,1-2 Year,Yes,£131.50 ,31,99,0
338883,Male,,1.0,28.0,0.0,1-2 Year,Yes,£131.50 ,124,297,1
29733,Female,29.0,1.0,28.0,0.0,1-2 Year,,£131.50 ,157,250,0
306764,Female,54.0,1.0,28.0,,1-2 Year,Yes,"£2,140.95 ",26,63,0
189237,,27.0,1.0,15.0,,< 1 Year,,"£1,972.15 ",160,32,0
346228,Male,35.0,1.0,8.0,1.0,1-2 Year,No,"£1,461.35 ",26,208,0
151811,Male,52.0,1.0,28.0,0.0,> 2 Years,Yes,"£2,251.55 ",26,119,0
154688,Male,24.0,1.0,15.0,,< 1 Year,,"£1,098.90 ",152,196,0
373597,,,1.0,28.0,,1-2 Year,Yes,"£2,916.70 ",26,157,1
69134,Female,23.0,1.0,46.0,,< 1 Year,,"£1,582.80 ",152,65,0
86000,Male,22.0,1.0,14.0,,< 1 Year,,"£1,514.70 ",152,197,0
194564,Male,22.0,1.0,45.0,1.0,< 1 Year,No,"£1,812.50 ",152,216,0
9170,Male,46.0,1.0,28.0,1.0,1-2 Year,,"£1,562.45 ",25,258,0
260344,Female,24.0,1.0,14.0,,< 1 Year,No,"£1,333.35 ",152,71,0
86656,Male,26.0,,11.0,,< 1 Year,,"£1,218.30 ",152,19,0
311115,Male,47.0,,0.0,1.0,1-2 Year,,£131.50 ,26,56,0
52705,Male,42.0,1.0,25.0,,,Yes,"£1,375.80 ",30,105,0
378982,Male,21.0,,,,< 1 Year,Yes,"£2,296.70 ",160,182,0
116995,Male,39.0,1.0,28.0,,1-2 Year,,"£1,643.80 ",4,81,1
105924,Female,35.0,1.0,5.0,,1-2 Year,,"£1,194.40 ",124,64,0
373218,Female,23.0,,15.0,,< 1 Year,No,"£1,940.05 ",26,101,0
313108,Female,64.0,1.0,29.0,1.0,1-2 Year,,"£2,509.15 ",26,25,0
83388,Male,35.0,,28.0,,,No,"£1,974.10 ",124,159,0
366144,Male,52.0,1.0,7.0,,1-2 Year,Yes,"£2,751.90 ",124,224,1
172982,Female,24.0,1.0,14.0,1.0,< 1 Year,No,"£1,497.95 ",152,158,0
354229,Female,24.0,1.0,8.0,,< 1 Year,No,"£1,828.30 ",152,80,0
146120,Male,50.0,1.0,,,1-2 Year,,"£2,454.60 ",26,288,0
195264,Male,49.0,1.0,46.0,,1-2 Year,Yes,£131.50 ,11,170,1
248353,Female,22.0,1.0,29.0,,< 1 Year,,"£2,042.00 ",152,74,0
156715,Male,,1.0,50.0,,< 1 Year,No,"£1,932.60 ",152,105,0
269215,Male,75.0,1.0,8.0,0.0,> 2 Years,Yes,"£3,144.40 ",26,260,0
340200,Female,37.0,1.0,28.0,,1-2 Year,,£131.50 ,157,133,0
207948,,33.0,1.0,34.0,0.0,< 1 Year,Yes,£131.50 ,152,36,1
194457,Female,,1.0,28.0,0.0,1-2 Year,,"£1,781.15 ",26,55,0
46636,Male,,1.0,,,< 1 Year,Yes,"£1,231.60 ",152,121,0
172488,Male,43.0,1.0,28.0,0.0,1-2 Year,Yes,"£1,686.15 ",26,276,0
322257,Male,24.0,1.0,35.0,1.0,< 1 Year,,"£1,359.55 ",152,277,0
19572,Male,,1.0,28.0,,1-2 Year,,"£2,338.95 ",124,241,0
55977,Male,53.0,1.0,8.0,,1-2 Year,Yes,"£3,701.55 ",3,149,0
27548,Female,27.0,1.0,26.0,,< 1 Year,No,"£1,806.50 ",152,165,0
323978,Male,21.0,1.0,2.0,1.0,< 1 Year,No,"£1,230.50 ",160,299,0
161550,Female,24.0,1.0,50.0,0.0,< 1 Year,,"£1,064.05 ",152,213,0
232930,,56.0,1.0,29.0,,1-2 Year,,£131.50 ,26,151,0
321977,Female,22.0,1.0,30.0,1.0,< 1 Year,No,"£1,064.60 ",152,232,0
229954,Male,46.0,1.0,28.0,0.0,1-2 Year,Yes,"£3,164.55 ",124,211,0
193205,Female,57.0,1.0,28.0,0.0,1-2 Year,,"£1,801.00 ",26,46,0
270103,,29.0,1.0,6.0,1.0,,,"£1,232.15 ",152,190,0
364065,Male,24.0,1.0,45.0,,< 1 Year,No,"£1,424.75 ",26,15,0
229542,,55.0,1.0,28.0,,> 2 Years,Yes,"£1,751.95 ",122,189,1
375470,Female,21.0,1.0,43.0,0.0,,Yes,"£1,923.15 ",160,110,0
322660,Female,26.0,1.0,,,< 1 Year,No,"£1,521.20 ",152,188,0
325852,Male,51.0,1.0,28.0,,1-2 Year,,"£1,743.65 ",152,193,0
334533,Male,23.0,1.0,,,< 1 Year,,"£2,013.20 ",122,24,0
157827,Female,29.0,1.0,28.0,0.0,< 1 Year,,"£2,140.55 ",152,133,0
31018,Male,43.0,1.0,28.0,,> 2 Years,Yes,"£2,895.30 ",26,80,1
96100,Male,54.0,1.0,28.0,0.0,1-2 Year,,"£1,871.95 ",26,65,0
55742,Female,25.0,1.0,41.0,,< 1 Year,No,"£1,555.25 ",152,97,0
40078,Female,22.0,,15.0,0.0,,,"£1,281.05 ",152,156,0
306893,Male,29.0,1.0,28.0,,,,"£2,951.85 ",152,31,0
296017,Male,24.0,1.0,36.0,0.0,< 1 Year,,"£2,392.35 ",152,272,0
188918,Female,43.0,,,,1-2 Year,No,£131.50 ,94,243,0
173778,Female,36.0,1.0,46.0,1.0,1-2 Year,No,"£2,203.25 ",26,42,0
93328,Male,44.0,1.0,29.0,0.0,1-2 Year,Yes,"£1,438.45 ",124,154,1
308027,Male,34.0,1.0,13.0,,1-2 Year,,£716.25 ,152,96,0
286543,Male,46.0,1.0,,,1-2 Year,Yes,£131.50 ,124,198,0
276627,Male,,,46.0,,1-2 Year,,"£1,567.05 ",124,11,1
329037,Female,24.0,1.0,11.0,1.0,,,"£1,238.15 ",152,78,0
124767,Male,34.0,1.0,28.0,,1-2 Year,,"£1,249.75 ",26,139,0
236102,Male,,1.0,49.0,0.0,< 1 Year,,"£1,493.65 ",152,124,1
317894,Male,34.0,1.0,31.0,,1-2 Year,Yes,£131.50 ,148,214,1
70572,Female,50.0,,29.0,1.0,1-2 Year,,"£1,866.40 ",135,37,0
175196,Male,45.0,1.0,28.0,0.0,1-2 Year,Yes,"£1,506.70 ",55,113,0
198930,Male,21.0,1.0,6.0,,< 1 Year,No,"£1,197.60 ",160,269,0
167310,Male,29.0,1.0,,,< 1 Year,No,"£1,412.50 ",152,77,0
258384,Female,39.0,1.0,15.0,1.0,1-2 Year,,£131.50 ,152,161,0
287499,Female,24.0,1.0,25.0,,< 1 Year,,"£1,292.20 ",152,96,0
187588,Female,22.0,1.0,3.0,0.0,< 1 Year,,£131.50 ,152,276,0
262485,Male,59.0,1.0,7.0,0.0,1-2 Year,,"£1,424.00 ",124,98,0
121243,,26.0,1.0,15.0,0.0,< 1 Year,Yes,"£1,344.25 ",152,172,0
263890,Male,44.0,1.0,11.0,,,,"£1,403.25 ",124,107,0
299696,Male,,1.0,2.0,,,Yes,"£1,375.65 ",152,44,0
313203,Female,23.0,1.0,45.0,,,Yes,£963.20 ,152,294,1
166160,,,1.0,18.0,,< 1 Year,,"£1,830.55 ",152,181,0
155655,Male,,1.0,46.0,,1-2 Year,Yes,"£1,444.05 ",124,242,0
164276,Male,33.0,1.0,41.0,1.0,< 1 Year,No,"£2,764.35 ",151,26,0
195754,,29.0,1.0,46.0,,< 1 Year,,"£1,287.50 ",152,55,0
281257,Female,44.0,1.0,28.0,0.0,1-2 Year,,"£2,051.85 ",124,190,0
305503,Female,,,28.0,0.0,1-2 Year,Yes,"£1,976.50 ",122,214,0
103359,Male,52.0,1.0,,0.0,,,"£1,168.85 ",26,261,1
253420,Female,,1.0,28.0,1.0,1-2 Year,No,"£2,260.55 ",26,80,0
379852,Male,41.0,1.0,3.0,0.0,1-2 Year,No,"£1,619.95 ",124,18,0
295216,Female,24.0,,34.0,,< 1 Year,,"£2,121.85 ",152,19,0
247397,Female,40.0,1.0,8.0,,1-2 Year,No,£131.50 ,26,185,0
134456,Male,46.0,1.0,7.0,,1-2 Year,,"£1,904.90 ",124,87,0
97169,Male,31.0,1.0,29.0,0.0,< 1 Year,,"£1,405.60 ",152,159,0
196783,Female,45.0,,46.0,1.0,1-2 Year,,"£1,018.45 ",11,271,0
271700,Female,50.0,1.0,28.0,,1-2 Year,Yes,"£2,325.15 ",122,73,0
278978,Male,72.0,1.0,28.0,,,No,"£1,663.50 ",26,92,0
207088,Female,27.0,1.0,36.0,1.0,< 1 Year,,"£1,516.75 ",152,128,0
101186,Female,,1.0,8.0,1.0,< 1 Year,No,"£1,894.95 ",160,289,0
70939,Male,45.0,1.0,41.0,,1-2 Year,,"£1,658.10 ",109,273,0
286817,,28.0,1.0,31.0,,1-2 Year,No,£131.50 ,156,215,0
25675,Male,24.0,1.0,8.0,,< 1 Year,,"£1,393.25 ",26,231,0
338544,,37.0,1.0,41.0,0.0,1-2 Year,,"£1,610.95 ",124,72,0
174043,Male,41.0,1.0,3.0,,1-2 Year,No,"£1,324.40 ",124,41,0
13861,Female,24.0,1.0,28.0,,< 1 Year,Yes,"£2,685.15 ",152,66,0
80810,Female,25.0,1.0,13.0,1.0,< 1 Year,No,"£1,417.10 ",152,285,0
250583,Male,42.0,1.0,45.0,0.0,1-2 Year,Yes,"£1,071.90 ",13,15,0
200245,Male,31.0,1.0,3.0,,,,"£1,673.60 ",154,93,1
222684,Male,57.0,1.0,,0.0,1-2 Year,,"£2,223.95 ",26,43,1
202859,Female,24.0,1.0,14.0,0.0,< 1 Year,Yes,"£1,180.75 ",152,297,1
105514,Male,56.0,,28.0,,1-2 Year,,"£1,515.05 ",122,263,0
8720,Male,29.0,1.0,41.0,1.0,< 1 Year,No,"£1,595.85 ",152,200,0
223576,Female,28.0,1.0,30.0,1.0,< 1 Year,,£131.50 ,152,212,0
106856,,51.0,1.0,19.0,0.0,1-2 Year,,"£1,721.05 ",156,144,0
1286,Female,27.0,1.0,30.0,,< 1 Year,,£922.75 ,152,124,0
143369,Male,32.0,1.0,33.0,0.0,1-2 Year,,"£1,505.85 ",156,42,0
370045,Male,51.0,1.0,8.0,1.0,1-2 Year,,£131.50 ,26,160,0
110595,Male,25.0,1.0,17.0,,< 1 Year,No,"£1,605.50 ",152,115,0
188612,Female,23.0,1.0,25.0,1.0,< 1 Year,No,"£2,351.15 ",152,76,0
188219,Female,61.0,1.0,20.0,1.0,1-2 Year,,£131.50 ,122,179,0
243633,Male,,1.0,28.0,,> 2 Years,,"£2,351.60 ",122,222,0
92690,Female,21.0,,46.0,,< 1 Year,,"£1,236.20 ",160,199,0
293759,Female,40.0,1.0,41.0,0.0,1-2 Year,Yes,"£1,766.55 ",109,264,0
164818,Female,26.0,1.0,15.0,0.0,< 1 Year,,"£1,656.30 ",152,123,0
211921,Female,63.0,1.0,33.0,,1-2 Year,No,£131.50 ,26,51,0
295401,Male,23.0,,46.0,,< 1 Year,No,"£1,585.75 ",152,43,0
65751,Male,53.0,1.0,28.0,0.0,1-2 Year,Yes,"£1,807.05 ",26,104,1
245169,Female,32.0,1.0,,0.0,1-2 Year,No,£131.50 ,157,206,0
376942,Male,49.0,1.0,28.0,,1-2 Year,Yes,"£2,121.90 ",154,20,0
315666,,,1.0,,,1-2 Year,,"£2,598.15 ",26,229,0
221553,Male,33.0,1.0,15.0,1.0,< 1 Year,No,"£2,059.85 ",152,173,0
16076,Male,22.0,1.0,9.0,,< 1 Year,,"£2,057.30 ",152,126,0
177520,Female,22.0,1.0,5.0,,< 1 Year,,"£1,832.70 ",152,51,0
6799,Male,27.0,1.0,14.0,1.0,< 1 Year,No,"£1,889.45 ",26,37,0
205448,Male,48.0,1.0,46.0,,1-2 Year,Yes,"£1,108.95 ",124,88,0
245028,Female,58.0,,9.0,,1-2 Year,Yes,"£2,009.15 ",152,64,0
30173,Male,33.0,1.0,8.0,,1-2 Year,,"£2,478.90 ",154,139,0
121272,Female,66.0,1.0,28.0,,1-2 Year,,"£1,536.50 ",26,214,0
340109,Female,24.0,1.0,8.0,1.0,< 1 Year,No,"£2,550.45 ",152,114,0
221374,Female,23.0,,39.0,,< 1 Year,No,"£1,620.45 ",152,125,0
17126,Female,,1.0,3.0,0.0,< 1 Year,Yes,"£1,057.05 ",152,264,0
379999,Male,,1.0,8.0,0.0,< 1 Year,Yes,"£2,102.10 ",26,145,0
362234,Female,22.0,1.0,37.0,,< 1 Year,No,"£1,504.30 ",152,277,0
149032,Male,50.0,1.0,28.0,0.0,1-2 Year,,"£1,723.95 ",26,169,0
315705,Female,34.0,1.0,37.0,,1-2 Year,,"£1,323.85 ",154,55,1
8217,Female,25.0,1.0,36.0,,< 1 Year,Yes,"£1,734.20 ",152,295,0
76023,Male,23.0,1.0,,1.0,,No,"£1,257.50 ",152,242,0
270571,Male,25.0,1.0,,1.0,< 1 Year,No,£131.50 ,152,179,0
18578,Male,26.0,1.0,33.0,,< 1 Year,,"£1,336.95 ",151,145,0
306106,Male,26.0,1.0,28.0,1.0,< 1 Year,No,"£2,552.35 ",152,233,0
284456,Male,42.0,1.0,29.0,0.0,1-2 Year,,"£1,820.35 ",157,94,0
177729,Female,24.0,1.0,45.0,,< 1 Year,Yes,"£1,560.75 ",152,270,0
58225,Male,62.0,1.0,28.0,,1-2 Year,,"£2,121.80 ",11,237,0
241441,Female,55.0,1.0,18.0,0.0,1-2 Year,,"£1,841.40 ",26,204,0
14575,Male,27.0,1.0,28.0,,< 1 Year,,"£2,849.85 ",152,222,0
37608,Male,21.0,1.0,28.0,1.0,< 1 Year,,"£2,432.55 ",160,142,0
361381,Male,49.0,1.0,9.0,,1-2 Year,,"£1,763.40 ",124,82,1
277152,Male,52.0,1.0,47.0,,1-2 Year,Yes,"£1,713.15 ",124,214,1
314726,Male,32.0,1.0,28.0,,< 1 Year,No,£131.50 ,1,72,0
84693,Male,,1.0,8.0,1.0,,,"£3,720.75 ",152,185,0
11686,Male,77.0,1.0,28.0,0.0,1-2 Year,,"£1,908.15 ",26,93,0
198950,Male,54.0,1.0,28.0,,1-2 Year,,£131.50 ,26,118,0
38486,Female,46.0,1.0,28.0,,> 2 Years,,"£1,841.85 ",26,61,0
300630,Female,36.0,1.0,7.0,,1-2 Year,Yes,"£1,859.15 ",154,95,0
269641,Female,24.0,1.0,24.0,1.0,,,"£1,493.70 ",152,75,0
108244,Male,55.0,1.0,41.0,0.0,1-2 Year,Yes,"£2,008.35 ",124,152,0
148430,Male,26.0,1.0,,1.0,< 1 Year,,"£1,276.00 ",152,193,0
152009,Male,36.0,1.0,30.0,1.0,1-2 Year,No,"£1,185.40 ",124,217,0
209508,Male,50.0,1.0,33.0,,,,"£1,604.45 ",124,89,0
270421,Male,57.0,1.0,46.0,1.0,1-2 Year,,"£1,539.70 ",124,92,0
331083,Female,26.0,1.0,25.0,1.0,< 1 Year,No,"£1,813.60 ",152,70,0
236011,Female,47.0,1.0,28.0,,1-2 Year,No,"£1,547.05 ",26,175,0
142827,Female,61.0,1.0,31.0,1.0,,No,£131.50 ,9,129,0
329889,Female,,1.0,8.0,1.0,< 1 Year,,"£1,806.50 ",152,207,0
66879,Male,72.0,1.0,28.0,1.0,1-2 Year,,"£1,960.65 ",122,136,0
6281,Male,40.0,1.0,,,1-2 Year,,"£1,574.10 ",124,281,0
132635,Male,39.0,1.0,28.0,0.0,1-2 Year,,"£1,587.90 ",56,298,0
234557,Male,39.0,1.0,28.0,,1-2 Year,,"£1,772.80 ",26,233,1
311920,Male,29.0,1.0,33.0,,< 1 Year,,"£1,693.85 ",152,19,0
289681,Male,57.0,1.0,35.0,0.0,1-2 Year,Yes,"£1,496.70 ",26,81,0
7443,Female,28.0,1.0,41.0,1.0,,No,"£1,190.85 ",152,22,0
274469,Male,,1.0,1.0,0.0,1-2 Year,No,£131.50 ,122,168,0
302919,Female,,1.0,37.0,1.0,< 1 Year,No,£131.50 ,152,13,0
295074,Male,46.0,1.0,,,1-2 Year,No,"£2,091.35 ",26,89,0
132602,Female,59.0,,28.0,0.0,,Yes,"£2,270.55 ",26,149,0
14818,Male,49.0,1.0,30.0,1.0,1-2 Year,,"£1,851.95 ",152,297,0
126798,Female,23.0,1.0,37.0,0.0,< 1 Year,Yes,"£1,079.10 ",152,283,0
84818,Female,22.0,1.0,,,< 1 Year,No,£131.50 ,26,238,0
228260,Male,25.0,1.0,36.0,,< 1 Year,No,"£2,374.90 ",152,131,0
58230,Female,27.0,1.0,15.0,,< 1 Year,Yes,"£1,954.70 ",152,28,0
79004,Male,25.0,1.0,8.0,,< 1 Year,,"£1,879.30 ",160,190,0
274464,Male,38.0,1.0,30.0,0.0,1-2 Year,,£131.50 ,157,284,0
348027,Male,52.0,1.0,1.0,0.0,1-2 Year,Yes,£131.50 ,26,256,0
139879,,59.0,1.0,28.0,,1-2 Year,Yes,"£2,753.65 ",26,24,0
28400,Male,23.0,1.0,33.0,1.0,1-2 Year,,"£2,037.95 ",124,118,0
358743,Male,36.0,1.0,28.0,0.0,1-2 Year,Yes,"£2,597.85 ",155,219,1
262153,Male,24.0,1.0,29.0,1.0,< 1 Year,,£969.50 ,152,258,0
5721,,,1.0,15.0,,< 1 Year,Yes,£131.50 ,152,96,0
105501,Male,76.0,1.0,41.0,1.0,1-2 Year,,"£3,362.00 ",124,273,0
358904,Male,53.0,1.0,,0.0,1-2 Year,,"£2,897.25 ",124,180,1
109863,Male,58.0,1.0,12.0,0.0,1-2 Year,,"£2,004.55 ",124,156,0
369565,Male,45.0,1.0,28.0,,,Yes,"£3,517.65 ",26,80,0
59287,,65.0,1.0,28.0,0.0,1-2 Year,No,"£1,305.45 ",124,246,0
232737,Female,32.0,1.0,3.0,0.0,1-2 Year,,£131.50 ,26,59,0
154722,,24.0,1.0,35.0,,< 1 Year,,"£1,338.25 ",152,201,0
215085,Male,22.0,1.0,30.0,0.0,< 1 Year,Yes,"£1,358.70 ",152,145,0
240311,Female,44.0,1.0,28.0,0.0,1-2 Year,,"£2,231.35 ",13,208,0
353845,Female,,1.0,28.0,,1-2 Year,No,"£1,321.50 ",26,63,0
116675,Female,41.0,1.0,11.0,0.0,1-2 Year,Yes,"£2,226.70 ",124,199,0
71229,Female,24.0,1.0,8.0,,< 1 Year,No,"£1,852.40 ",160,68,0
355379,Male,50.0,1.0,28.0,,1-2 Year,,"£2,035.15 ",26,147,0
122112,Female,31.0,1.0,28.0,0.0,< 1 Year,Yes,"£2,523.50 ",152,43,0
257839,Female,67.0,,48.0,,> 2 Years,,£131.50 ,26,27,0
50641,Female,41.0,1.0,28.0,0.0,1-2 Year,No,"£1,500.60 ",124,167,0
148746,Male,26.0,1.0,11.0,1.0,< 1 Year,No,"£1,761.85 ",152,66,0
169552,Female,41.0,1.0,46.0,1.0,1-2 Year,,£131.50 ,152,182,0
199838,Male,,1.0,,0.0,< 1 Year,,£131.50 ,152,298,0
39408,Female,28.0,1.0,32.0,1.0,< 1 Year,No,"£1,704.55 ",152,14,0
375307,Male,,1.0,37.0,,< 1 Year,,£753.45 ,152,173,0
205398,Male,44.0,1.0,28.0,0.0,1-2 Year,,"£2,790.15 ",163,195,0
361663,Female,42.0,1.0,28.0,,1-2 Year,Yes,"£1,087.20 ",124,201,1
379052,,65.0,1.0,46.0,0.0,1-2 Year,No,"£1,293.50 ",11,110,0
354063,Male,28.0,1.0,28.0,1.0,< 1 Year,,"£1,956.95 ",152,147,0
170678,Male,60.0,,39.0,,1-2 Year,,"£1,822.35 ",124,133,0
234589,Female,46.0,1.0,,,1-2 Year,Yes,£131.50 ,156,299,1
177867,Female,22.0,1.0,13.0,1.0,< 1 Year,,"£1,298.60 ",160,232,0
137498,Male,22.0,1.0,37.0,0.0,< 1 Year,,"£1,834.00 ",152,145,0
73739,Male,,1.0,28.0,,< 1 Year,,"£2,654.85 ",152,72,0
379950,,31.0,1.0,26.0,1.0,< 1 Year,No,"£1,608.90 ",152,283,0
303943,Male,31.0,1.0,10.0,0.0,< 1 Year,Yes,"£1,624.75 ",124,255,0
175372,Female,32.0,1.0,33.0,,< 1 Year,,£957.00 ,152,254,0
256698,Female,23.0,1.0,10.0,1.0,< 1 Year,No,"£1,817.35 ",152,172,0
349334,,21.0,1.0,46.0,,< 1 Year,No,"£1,429.50 ",160,180,0
51633,Female,24.0,1.0,,1.0,< 1 Year,,"£1,689.60 ",152,23,0
316261,Male,57.0,1.0,8.0,0.0,1-2 Year,No,"£1,535.65 ",124,299,0
282618,Female,23.0,1.0,46.0,,< 1 Year,,"£1,189.75 ",152,81,0
41981,Male,51.0,1.0,38.0,,1-2 Year,Yes,"£1,636.90 ",26,117,1
240304,Female,22.0,,37.0,,< 1 Year,Yes,"£1,633.55 ",152,200,0
51108,Male,57.0,1.0,28.0,,1-2 Year,,"£1,708.90 ",26,50,1
32599,Female,35.0,1.0,8.0,,1-2 Year,Yes,"£1,345.00 ",4,117,0
25548,Male,42.0,1.0,37.0,0.0,1-2 Year,,£131.50 ,26,174,1
269747,Male,55.0,1.0,28.0,,1-2 Year,No,"£1,288.60 ",26,285,0
85667,Male,44.0,1.0,46.0,,1-2 Year,Yes,"£1,095.60 ",124,83,0
162512,Female,21.0,1.0,10.0,1.0,< 1 Year,,"£1,055.60 ",160,88,0
136899,Male,44.0,1.0,41.0,1.0,1-2 Year,,£131.50 ,29,262,0
46124,Female,21.0,1.0,7.0,0.0,< 1 Year,,"£2,377.40 ",152,43,0
140701,Male,22.0,1.0,46.0,,< 1 Year,No,"£1,939.50 ",152,241,0
114264,Female,24.0,1.0,8.0,,< 1 Year,,"£2,266.00 ",152,100,0
302437,Male,25.0,1.0,15.0,,< 1 Year,Yes,"£1,611.50 ",152,16,1
195678,Male,56.0,1.0,46.0,1.0,1-2 Year,,£131.50 ,26,62,0
279368,Male,25.0,1.0,8.0,,< 1 Year,No,"£2,777.35 ",152,123,0
189605,Female,30.0,1.0,28.0,,< 1 Year,Yes,£131.50 ,157,96,0
193176,Male,80.0,1.0,8.0,,1-2 Year,Yes,"£2,751.40 ",26,283,0
35476,Male,41.0,1.0,15.0,0.0,1-2 Year,Yes,"£1,220.60 ",26,111,0
112082,Male,72.0,1.0,30.0,0.0,1-2 Year,Yes,£131.50 ,26,277,0
26154,Female,65.0,,28.0,1.0,1-2 Year,No,"£2,184.20 ",26,260,0
272331,Female,78.0,1.0,29.0,0.0,1-2 Year,,"£1,304.55 ",26,147,0
2129,Female,45.0,1.0,28.0,,1-2 Year,,"£1,935.90 ",124,244,0
161625,Male,23.0,1.0,7.0,,< 1 Year,No,"£2,102.70 ",151,67,0
259219,Female,38.0,1.0,8.0,0.0,1-2 Year,,"£1,532.45 ",124,114,0
376746,Male,30.0,1.0,,,< 1 Year,No,£131.50 ,152,231,0
63777,Male,53.0,1.0,28.0,,1-2 Year,,"£1,867.90 ",25,209,0
146430,Female,35.0,1.0,16.0,,1-2 Year,,"£1,801.15 ",152,162,1
62761,Male,23.0,1.0,14.0,1.0,< 1 Year,,"£1,902.25 ",152,200,0
246724,Male,39.0,1.0,28.0,1.0,1-2 Year,,"£1,420.20 ",124,114,0
104399,Female,35.0,1.0,8.0,,1-2 Year,No,"£1,724.60 ",152,265,0
282176,Male,23.0,1.0,30.0,1.0,< 1 Year,No,"£1,555.65 ",152,234,0
334420,Male,45.0,1.0,29.0,,1-2 Year,Yes,£131.50 ,26,38,1
304190,Female,58.0,1.0,28.0,,> 2 Years,,"£1,885.95 ",26,271,1
232683,Female,26.0,1.0,32.0,,< 1 Year,,£131.50 ,152,268,0
293403,Female,55.0,1.0,41.0,,1-2 Year,Yes,"£1,777.30 ",26,187,1
270693,Male,,1.0,,,< 1 Year,,"£1,273.35 ",151,159,0
77078,Female,28.0,1.0,41.0,,< 1 Year,No,"£1,064.35 ",152,246,0
114655,,54.0,1.0,48.0,0.0,1-2 Year,Yes,£131.50 ,154,161,0
51167,,,1.0,29.0,,< 1 Year,,"£2,349.65 ",152,149,0
269478,Male,23.0,1.0,8.0,,< 1 Year,,"£1,858.50 ",152,225,0
202826,Female,26.0,1.0,27.0,,< 1 Year,,"£1,329.25 ",152,248,0
347738,Male,24.0,1.0,27.0,1.0,< 1 Year,No,"£1,329.80 ",152,71,0
283209,Female,26.0,1.0,16.0,1.0,< 1 Year,,"£1,902.15 ",152,274,0
360617,Female,50.0,1.0,28.0,,1-2 Year,Yes,"£2,230.75 ",26,161,1
217024,Male,55.0,1.0,28.0,,> 2 Years,,"£3,551.50 ",124,208,0
379044,Male,59.0,1.0,9.0,0.0,> 2 Years,Yes,"£2,137.80 ",124,239,0
293033,Female,33.0,1.0,43.0,0.0,< 1 Year,,"£1,585.40 ",156,243,0
183943,Female,24.0,1.0,,1.0,< 1 Year,,"£1,846.75 ",152,120,0
67067,Female,56.0,1.0,18.0,,> 2 Years,Yes,£131.50 ,156,122,0
26625,Female,55.0,,20.0,,1-2 Year,No,£131.50 ,26,272,0
161282,Female,42.0,1.0,28.0,0.0,1-2 Year,Yes,"£3,134.60 ",26,220,1
210513,Male,43.0,1.0,46.0,,1-2 Year,,"£1,804.45 ",124,287,0
129315,Male,49.0,1.0,28.0,0.0,1-2 Year,,"£1,988.05 ",124,228,0
255177,Female,55.0,1.0,28.0,,1-2 Year,Yes,"£2,102.85 ",124,15,0
378961,Female,22.0,1.0,28.0,0.0,< 1 Year,Yes,"£1,718.20 ",26,154,1
59666,Male,58.0,1.0,28.0,,1-2 Year,Yes,"£2,387.85 ",154,110,0
327590,Female,51.0,1.0,,0.0,1-2 Year,Yes,"£2,675.05 ",26,17,1
302048,Male,58.0,1.0,3.0,,> 2 Years,,£131.50 ,26,90,1
276258,Male,22.0,1.0,18.0,1.0,< 1 Year,,"£1,772.95 ",152,87,0
236071,,56.0,1.0,48.0,1.0,1-2 Year,,£131.50 ,26,239,0
231037,Male,55.0,1.0,39.0,,,Yes,"£1,807.50 ",124,181,1
211888,Female,26.0,1.0,35.0,1.0,< 1 Year,,"£1,512.35 ",152,159,0
218924,,20.0,1.0,,1.0,< 1 Year,,£131.50 ,160,201,0
106932,Female,40.0,1.0,30.0,,1-2 Year,Yes,"£1,328.00 ",124,161,0
39110,Female,45.0,1.0,33.0,,1-2 Year,Yes,"£1,681.75 ",26,202,0
336341,Male,63.0,1.0,28.0,1.0,1-2 Year,,"£2,358.65 ",26,38,0
42216,Male,36.0,1.0,14.0,0.0,1-2 Year,,£131.50 ,154,272,0
163805,Female,27.0,1.0,33.0,1.0,< 1 Year,,"£1,421.05 ",152,200,0
4939,Male,20.0,1.0,46.0,,< 1 Year,No,"£1,788.90 ",160,249,0
41979,Male,22.0,1.0,46.0,1.0,< 1 Year,No,"£1,378.10 ",152,204,0
45512,,,1.0,28.0,,1-2 Year,,"£1,370.65 ",26,181,0
194134,Female,,1.0,28.0,,1-2 Year,,"£2,821.70 ",124,100,0
363200,Male,29.0,1.0,14.0,,< 1 Year,,"£1,347.30 ",160,120,0
301740,Female,33.0,,41.0,,1-2 Year,,£131.50 ,157,296,1
324152,Female,24.0,1.0,41.0,,< 1 Year,No,"£1,752.55 ",152,84,0
378820,Female,23.0,1.0,30.0,,< 1 Year,Yes,"£1,832.35 ",151,167,0
303899,Male,51.0,1.0,15.0,,> 2 Years,,"£1,734.50 ",26,227,1
58723,Female,,,50.0,0.0,,Yes,"£2,115.25 ",8,65,0
333913,,26.0,1.0,26.0,0.0,< 1 Year,Yes,"£1,360.55 ",152,239,0
186838,Female,56.0,1.0,28.0,,1-2 Year,,"£1,841.00 ",124,134,0
